table,table ID,T,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
table,part,T,705,chocolate dodger firebrick magenta steel,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,47,LG PKG,1605.70,furiously
table,part,T,706,pale red pink rose spring,Manufacturer#3,Brand#33,LARGE PLATED BRASS,6,SM PKG,1606.70,furiously blithe 
table,part,T,707,orchid khaki burnished snow peach,Manufacturer#1,Brand#11,SMALL POLISHED BRASS,17,SM BAG,1607.70,evenly careful fre
table,part,T,708,brown sienna pink chocolate puff,Manufacturer#3,Brand#32,SMALL BRUSHED NICKEL,29,SM DRUM,1608.70,furiously regular ex
table,part,T,709,burlywood pink chocolate navy midnight,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,16,SM BAG,1609.70,slyly final excus
table,part,T,710,ghost lace metallic cornsilk violet,Manufacturer#1,Brand#15,SMALL POLISHED TIN,27,JUMBO PACK,1610.71,dependencies a
table,part,T,711,goldenrod lemon peru orchid orange,Manufacturer#1,Brand#11,PROMO BRUSHED NICKEL,24,LG DRUM,1611.71,carefully final accoun
table,part,T,712,deep cornflower sandy plum firebrick,Manufacturer#3,Brand#33,ECONOMY BRUSHED COPPER,25,SM CASE,1612.71,slyly ironic accou
table,part,T,713,lime cornsilk almond sandy peach,Manufacturer#2,Brand#25,SMALL ANODIZED COPPER,20,SM CAN,1613.71,requests are e
table,part,T,714,spring cyan powder blanched royal,Manufacturer#1,Brand#11,MEDIUM POLISHED NICKEL,35,SM JAR,1614.71,careful
table,part,T,715,lavender magenta smoke lemon olive,Manufacturer#2,Brand#24,LARGE BRUSHED TIN,28,WRAP BAG,1615.71,blithely
table,part,T,716,rose brown hot cornsilk gainsboro,Manufacturer#1,Brand#12,SMALL POLISHED TIN,37,JUMBO CAN,1616.71,slyly regular excus
table,part,T,717,mint chartreuse chocolate metallic deep,Manufacturer#2,Brand#22,STANDARD PLATED TIN,28,JUMBO JAR,1617.71,slyly final packag
table,part,T,718,cornflower burnished saddle frosted cream,Manufacturer#3,Brand#35,PROMO BURNISHED COPPER,24,SM CAN,1618.71,ironic 
table,part,T,719,chocolate grey ivory indian cornsilk,Manufacturer#3,Brand#35,STANDARD BRUSHED NICKEL,49,JUMBO BAG,1619.71,bold, unusual requests
table,part,T,720,chartreuse ivory almond cornsilk cyan,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,8,JUMBO BAG,1620.72,furiously final
table,part,T,721,gainsboro chiffon cyan midnight seashell,Manufacturer#5,Brand#52,STANDARD ANODIZED STEEL,33,MED PKG,1621.72,furiously express in
table,part,T,722,pink goldenrod blue saddle pale,Manufacturer#4,Brand#43,ECONOMY BURNISHED NICKEL,43,JUMBO BAG,1622.72,quickly unusual a
table,part,T,723,honeydew plum blue peach peru,Manufacturer#3,Brand#31,LARGE BRUSHED BRASS,34,WRAP CASE,1623.72,furiously
table,part,T,724,smoke chocolate thistle frosted ghost,Manufacturer#3,Brand#35,PROMO POLISHED COPPER,28,JUMBO BOX,1624.72,carefully regular wate
table,part,T,725,hot black salmon cornflower medium,Manufacturer#4,Brand#43,LARGE PLATED NICKEL,11,JUMBO BOX,1625.72,blithely regul
table,part,T,726,cream antique violet indian snow,Manufacturer#4,Brand#43,PROMO POLISHED NICKEL,41,JUMBO BAG,1626.72,pinto
table,part,T,727,royal bisque smoke azure lemon,Manufacturer#3,Brand#35,PROMO PLATED BRASS,35,SM PKG,1627.72,fluffily unusual depen
table,part,T,728,cornsilk green seashell goldenrod metallic,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,27,LG JAR,1628.72,slyly special pac
table,part,T,729,papaya cornflower frosted maroon peach,Manufacturer#3,Brand#35,ECONOMY BRUSHED TIN,6,LG JAR,1629.72,slyly express packa
table,part,T,730,orange blue magenta cornflower green,Manufacturer#4,Brand#45,MEDIUM PLATED TIN,8,SM PKG,1630.73,dependencies abo
table,part,T,731,medium dark azure black indian,Manufacturer#3,Brand#33,PROMO BURNISHED NICKEL,34,MED CASE,1631.73,even, regular packages
table,part,T,732,turquoise frosted purple royal salmon,Manufacturer#2,Brand#21,MEDIUM BRUSHED BRASS,1,SM BAG,1632.73,bold packages
table,part,T,733,burnished ghost sienna blue medium,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,1,MED CASE,1633.73,carefully silent ex
table,part,T,734,almond beige azure dark steel,Manufacturer#2,Brand#21,MEDIUM BRUSHED STEEL,34,WRAP DRUM,1634.73,slyly
table,part,T,735,wheat ivory powder lace misty,Manufacturer#4,Brand#42,SMALL BRUSHED STEEL,44,SM CAN,1635.73,furiously unusual 
table,part,T,736,sandy dark goldenrod antique violet,Manufacturer#3,Brand#32,PROMO ANODIZED BRASS,44,JUMBO DRUM,1636.73,furiously 
table,part,T,737,blanched peach bisque dim smoke,Manufacturer#5,Brand#53,PROMO POLISHED NICKEL,25,SM BAG,1637.73,furiously 
table,part,T,738,bisque dark orange misty linen,Manufacturer#2,Brand#21,ECONOMY BURNISHED COPPER,29,JUMBO CAN,1638.73,special reques
table,part,T,739,powder steel wheat brown almond,Manufacturer#3,Brand#31,ECONOMY BRUSHED COPPER,24,JUMBO BOX,1639.73,fluffily final th
table,part,T,740,cornsilk ghost magenta drab beige,Manufacturer#3,Brand#35,STANDARD POLISHED COPPER,7,WRAP PACK,1640.74,deposits along
table,part,T,741,grey misty cornsilk coral chartreuse,Manufacturer#4,Brand#44,STANDARD PLATED TIN,33,WRAP PACK,1641.74,blithely ironic
table,part,T,742,dodger sienna goldenrod pale green,Manufacturer#5,Brand#51,STANDARD BRUSHED NICKEL,30,SM PACK,1642.74,blithely final plat
table,part,T,743,chartreuse midnight indian olive peach,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,4,MED JAR,1643.74,fluffily 
table,part,T,744,burlywood red gainsboro tomato brown,Manufacturer#5,Brand#53,MEDIUM BURNISHED COPPER,47,MED PKG,1644.74,slyly regular p
table,part,T,745,papaya cyan khaki sandy olive,Manufacturer#3,Brand#31,PROMO POLISHED COPPER,25,JUMBO BOX,1645.74,darin
table,part,T,746,green blush floral purple bisque,Manufacturer#2,Brand#23,ECONOMY ANODIZED STEEL,31,MED CAN,1646.74,fluffily bold fo
table,part,T,747,orange tan almond midnight azure,Manufacturer#1,Brand#11,LARGE BURNISHED NICKEL,20,WRAP PKG,1647.74,regular accounts
table,part,T,748,lace indian burlywood black papaya,Manufacturer#5,Brand#54,STANDARD BURNISHED BRASS,32,SM CAN,1648.74,regular
table,part,T,749,lavender cornflower seashell violet metallic,Manufacturer#2,Brand#24,SMALL PLATED COPPER,16,MED JAR,1649.74,blithely bold request
table,part,T,750,puff light linen powder khaki,Manufacturer#4,Brand#43,LARGE POLISHED NICKEL,47,MED PACK,1650.75,theodolites
table,part,T,751,steel plum hot cyan deep,Manufacturer#1,Brand#11,SMALL POLISHED TIN,17,SM DRUM,1651.75,slyly regular pi
table,part,T,752,cream blanched midnight olive khaki,Manufacturer#5,Brand#53,MEDIUM ANODIZED COPPER,1,MED PACK,1652.75,special, special 
table,part,T,753,blanched firebrick moccasin pink white,Manufacturer#2,Brand#25,STANDARD ANODIZED TIN,13,LG DRUM,1653.75,carefully even f
table,part,T,754,forest steel sky black orchid,Manufacturer#5,Brand#51,SMALL ANODIZED STEEL,42,WRAP JAR,1654.75,final ideas
table,part,T,755,rosy dim drab deep bisque,Manufacturer#2,Brand#22,STANDARD PLATED TIN,12,WRAP PACK,1655.75,slyly final instruc
table,part,T,756,royal ghost snow pale medium,Manufacturer#5,Brand#52,STANDARD PLATED BRASS,44,MED BAG,1656.75,patterns cajole a
table,part,T,757,bisque dim burlywood antique moccasin,Manufacturer#3,Brand#35,ECONOMY POLISHED NICKEL,12,JUMBO CASE,1657.75,furiously final pac
table,part,T,758,yellow slate lemon beige rose,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,25,MED BOX,1658.75,slyly 
table,part,T,759,yellow orange navajo linen coral,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,20,JUMBO CAN,1659.75,silent,
table,part,T,760,orange navajo cornflower thistle royal,Manufacturer#4,Brand#44,MEDIUM POLISHED COPPER,6,LG JAR,1660.76,stealt
table,part,T,761,beige rosy dim coral light,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,7,SM JAR,1661.76,quickly bold
table,part,T,762,navy navajo tomato pale lime,Manufacturer#1,Brand#15,LARGE POLISHED TIN,35,MED PKG,1662.76,carefully bold account
table,part,T,763,lace aquamarine olive blush sienna,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,50,SM PKG,1663.76,blithely unusual 
table,part,T,764,blush forest plum dark light,Manufacturer#1,Brand#13,SMALL ANODIZED NICKEL,11,LG JAR,1664.76,fluffil
table,part,T,765,blush lawn snow forest khaki,Manufacturer#3,Brand#35,STANDARD BRUSHED BRASS,3,WRAP BAG,1665.76,blithel
table,part,T,766,midnight sienna beige papaya olive,Manufacturer#2,Brand#24,MEDIUM BURNISHED NICKEL,20,MED PACK,1666.76,furious
table,part,T,767,blush drab rose beige tomato,Manufacturer#2,Brand#24,LARGE POLISHED TIN,50,MED DRUM,1667.76,multipliers detect sl
table,part,T,768,bisque frosted goldenrod magenta sandy,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,41,SM DRUM,1668.76,final, unusual
table,part,T,769,blue black honeydew forest wheat,Manufacturer#2,Brand#24,MEDIUM BRUSHED TIN,8,LG CASE,1669.76,quickly even pinto bea
table,part,T,770,lemon yellow rose cyan almond,Manufacturer#2,Brand#25,LARGE BRUSHED TIN,7,SM PACK,1670.77,ironic requests engag
table,part,T,771,deep ghost lace blue dim,Manufacturer#1,Brand#15,SMALL BURNISHED TIN,17,LG DRUM,1671.77,ironic requests 
table,part,T,772,dodger drab misty orange seashell,Manufacturer#3,Brand#35,SMALL PLATED BRASS,33,MED PKG,1672.77,pending r
table,part,T,773,thistle grey green floral pink,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,16,LG CASE,1673.77,blithely regular pl
table,part,T,774,khaki firebrick red mint azure,Manufacturer#2,Brand#24,STANDARD ANODIZED NICKEL,26,WRAP CASE,1674.77,quickly regular mult
table,part,T,775,sky gainsboro orange brown chiffon,Manufacturer#1,Brand#14,LARGE PLATED TIN,2,MED PACK,1675.77,ruthlessly pending
table,part,T,776,cornsilk coral bisque brown lavender,Manufacturer#5,Brand#51,STANDARD ANODIZED BRASS,21,WRAP DRUM,1676.77,quickly final the
table,part,T,777,slate royal burnished floral ghost,Manufacturer#5,Brand#53,SMALL ANODIZED STEEL,50,JUMBO JAR,1677.77,final, ironic requests
table,part,T,778,dim drab honeydew forest burlywood,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,20,WRAP BOX,1678.77,slyly 
table,part,T,779,salmon ivory plum rose cornflower,Manufacturer#2,Brand#22,ECONOMY BRUSHED STEEL,26,WRAP DRUM,1679.77,slyly iro
table,part,T,780,rose burlywood blue mint saddle,Manufacturer#5,Brand#55,MEDIUM ANODIZED STEEL,31,MED CASE,1680.78,slyly ironic 
table,part,T,781,seashell orchid purple green moccasin,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,22,LG DRUM,1681.78,slyly ironic 
table,part,T,782,grey drab linen brown rose,Manufacturer#1,Brand#13,LARGE POLISHED BRASS,29,SM BAG,1682.78,carefully b
table,part,T,783,steel aquamarine beige pink frosted,Manufacturer#1,Brand#13,SMALL PLATED NICKEL,4,MED DRUM,1683.78,carefully reg
table,part,T,784,light smoke seashell beige brown,Manufacturer#1,Brand#12,MEDIUM BRUSHED COPPER,47,LG DRUM,1684.78,furiously enticing de
table,part,T,785,metallic maroon peru lemon pink,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,41,SM PACK,1685.78,silently s
table,part,T,786,dodger navy indian chiffon seashell,Manufacturer#2,Brand#23,STANDARD PLATED NICKEL,20,SM PACK,1686.78,frays unwind 
table,part,T,787,blue metallic rosy maroon sky,Manufacturer#5,Brand#55,SMALL ANODIZED NICKEL,35,WRAP PKG,1687.78,attainments 
table,part,T,788,floral cream mint burlywood khaki,Manufacturer#3,Brand#34,LARGE PLATED STEEL,10,LG JAR,1688.78,even deposits 
table,part,T,789,rosy spring antique hot sandy,Manufacturer#3,Brand#35,PROMO BURNISHED STEEL,14,LG PACK,1689.78,express at
table,part,T,790,lavender turquoise salmon honeydew blush,Manufacturer#4,Brand#42,PROMO POLISHED COPPER,35,JUMBO BOX,1690.79,blithely even asymptot
table,part,T,791,navy dim saddle hot lemon,Manufacturer#2,Brand#24,STANDARD ANODIZED COPPER,24,MED PACK,1691.79,fluffily ironic pinto
table,part,T,792,bisque misty burnished floral puff,Manufacturer#1,Brand#13,SMALL BURNISHED BRASS,8,MED PKG,1692.79,regular
table,part,T,793,brown chartreuse black linen dim,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,28,JUMBO CAN,1693.79,slyly
table,part,T,794,navy misty drab thistle lace,Manufacturer#5,Brand#51,PROMO PLATED COPPER,47,MED PKG,1694.79,final the
table,part,T,795,chartreuse royal thistle yellow green,Manufacturer#5,Brand#54,MEDIUM POLISHED TIN,46,MED JAR,1695.79,ironic requests w
table,part,T,796,blush forest lavender grey chiffon,Manufacturer#5,Brand#51,ECONOMY BRUSHED STEEL,50,WRAP CAN,1696.79,slyly express p
table,part,T,797,honeydew papaya puff mint white,Manufacturer#4,Brand#41,STANDARD BURNISHED STEEL,10,WRAP BAG,1697.79,quickly ironic theod
table,part,T,798,turquoise hot papaya white coral,Manufacturer#1,Brand#12,ECONOMY PLATED NICKEL,18,LG JAR,1698.79,carefully bold pinto 
table,part,T,799,green hot red antique dodger,Manufacturer#3,Brand#35,PROMO POLISHED TIN,7,MED JAR,1699.79,slyly specia
table,part,T,800,maroon red almond chiffon orchid,Manufacturer#1,Brand#11,PROMO BRUSHED BRASS,29,WRAP BAG,1700.80,special foxes cajole c
table,part,T,801,linen azure cornsilk firebrick lavender,Manufacturer#5,Brand#54,LARGE BRUSHED NICKEL,18,JUMBO DRUM,1701.80,blithely b
table,part,T,802,azure ghost orange powder pink,Manufacturer#3,Brand#34,ECONOMY PLATED BRASS,41,WRAP JAR,1702.80,accounts sn
table,part,T,803,brown plum tan saddle goldenrod,Manufacturer#5,Brand#52,SMALL ANODIZED TIN,50,MED PKG,1703.80,furiously regular 
table,part,T,804,azure grey lavender gainsboro forest,Manufacturer#2,Brand#23,SMALL POLISHED BRASS,9,SM BAG,1704.80,blithely ironic acc
table,part,T,805,tan coral cream cornsilk gainsboro,Manufacturer#5,Brand#52,STANDARD PLATED BRASS,8,JUMBO PKG,1705.80,fluffily unus
table,part,T,806,blue violet coral indian frosted,Manufacturer#3,Brand#32,PROMO BURNISHED TIN,45,LG BAG,1706.80,blithely pending p
table,part,T,807,turquoise pale red black peach,Manufacturer#2,Brand#24,LARGE ANODIZED NICKEL,25,WRAP JAR,1707.80,brave
table,part,T,808,rosy antique pink pale blue,Manufacturer#5,Brand#51,SMALL BRUSHED TIN,36,MED PKG,1708.80,fluffily silent idea
table,part,T,809,peach steel magenta chiffon plum,Manufacturer#3,Brand#32,STANDARD BRUSHED COPPER,17,SM BAG,1709.80,pinto be
table,part,T,810,moccasin magenta linen burnished smoke,Manufacturer#5,Brand#54,LARGE ANODIZED TIN,13,WRAP BOX,1710.81,blith
table,part,T,811,frosted firebrick dodger burlywood floral,Manufacturer#3,Brand#33,PROMO BRUSHED NICKEL,32,SM BOX,1711.81,even requests agai
table,part,T,812,sandy olive burlywood floral goldenrod,Manufacturer#3,Brand#33,LARGE PLATED TIN,11,WRAP BAG,1712.81,ironic packa
table,part,T,813,peach white ivory lime burlywood,Manufacturer#4,Brand#43,MEDIUM POLISHED STEEL,2,WRAP DRUM,1713.81,sautern
table,part,T,814,blush seashell blue honeydew lace,Manufacturer#5,Brand#54,ECONOMY PLATED NICKEL,43,MED PKG,1714.81,blithely quiet r
table,part,T,815,lemon peach orange magenta navajo,Manufacturer#2,Brand#22,ECONOMY BRUSHED NICKEL,5,LG PACK,1715.81,blithely bu
table,part,T,816,thistle indian lavender olive white,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,35,LG CAN,1716.81,silent, ironic foxes
table,part,T,817,dark chiffon lace beige sandy,Manufacturer#4,Brand#41,STANDARD ANODIZED TIN,36,JUMBO PKG,1717.81,excuses haggle c
table,part,T,818,navajo orchid hot chocolate steel,Manufacturer#4,Brand#43,PROMO BRUSHED BRASS,36,MED JAR,1718.81,regular accounts 
table,part,T,819,royal linen midnight salmon plum,Manufacturer#5,Brand#54,ECONOMY BRUSHED STEEL,27,SM CAN,1719.81,blithely 
table,part,T,820,wheat blanched floral burlywood bisque,Manufacturer#1,Brand#11,STANDARD BURNISHED STEEL,20,WRAP JAR,1720.82,fluffil
table,part,T,821,salmon plum chartreuse burlywood snow,Manufacturer#4,Brand#42,PROMO POLISHED TIN,15,MED BOX,1721.82,bold, reg
table,part,T,822,chocolate peach grey azure sky,Manufacturer#5,Brand#52,PROMO ANODIZED BRASS,21,LG CASE,1722.82,bold, special idea
table,part,T,823,maroon ghost bisque khaki black,Manufacturer#2,Brand#25,SMALL BURNISHED COPPER,21,WRAP CASE,1723.82,quickly 
table,part,T,824,magenta smoke pink dark beige,Manufacturer#1,Brand#15,LARGE BURNISHED TIN,34,MED BAG,1724.82,pinto b
table,part,T,825,dodger dim honeydew burlywood cream,Manufacturer#1,Brand#13,PROMO PLATED TIN,47,LG CAN,1725.82,final, pending package
table,part,T,826,ghost olive aquamarine salmon chiffon,Manufacturer#3,Brand#34,ECONOMY PLATED TIN,21,SM CASE,1726.82,instructi
table,part,T,827,linen peach lavender blush puff,Manufacturer#1,Brand#13,PROMO POLISHED COPPER,15,JUMBO PACK,1727.82,regular
table,part,T,828,red tan chartreuse white antique,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,11,LG PKG,1728.82,regular instr
table,part,T,829,chiffon seashell antique cornsilk peach,Manufacturer#3,Brand#35,MEDIUM BURNISHED BRASS,33,SM JAR,1729.82,furiously b
table,part,T,830,snow medium salmon cyan lime,Manufacturer#5,Brand#54,SMALL POLISHED TIN,37,JUMBO CAN,1730.83,thinly special
table,part,T,831,violet cyan deep lace coral,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,8,LG CAN,1731.83,quick
table,part,T,832,ivory peach cyan blush blue,Manufacturer#4,Brand#44,STANDARD ANODIZED COPPER,3,WRAP BAG,1732.83,theodolites doze 
table,part,T,833,aquamarine blush burnished grey cream,Manufacturer#4,Brand#41,SMALL BRUSHED STEEL,34,JUMBO CAN,1733.83,pending forges wak
table,part,T,834,honeydew forest bisque deep indian,Manufacturer#5,Brand#52,MEDIUM POLISHED TIN,43,JUMBO CAN,1734.83,furious
table,part,T,835,spring yellow lemon lawn chocolate,Manufacturer#5,Brand#53,MEDIUM PLATED STEEL,21,SM BOX,1735.83,instructions according
table,part,T,836,cream sky yellow black slate,Manufacturer#3,Brand#31,LARGE BURNISHED TIN,32,SM JAR,1736.83,carefully final acc
table,part,T,837,chiffon navajo blush purple dim,Manufacturer#1,Brand#13,MEDIUM BURNISHED BRASS,27,WRAP PKG,1737.83,even,
table,part,T,838,peach lemon sienna cyan red,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,9,WRAP BAG,1738.83,furiously bold dep
table,part,T,839,cornflower white rosy violet cream,Manufacturer#2,Brand#25,LARGE BRUSHED NICKEL,19,JUMBO CAN,1739.83,blithely final foxes
table,part,T,840,lavender cornflower burlywood cyan blue,Manufacturer#4,Brand#44,ECONOMY ANODIZED BRASS,42,WRAP PKG,1740.84,theodolites are f
table,part,T,841,sandy puff green lace dim,Manufacturer#1,Brand#15,MEDIUM BURNISHED BRASS,48,WRAP BOX,1741.84,furiously fin
table,part,T,842,coral indian maroon saddle navy,Manufacturer#1,Brand#11,SMALL ANODIZED BRASS,4,MED PACK,1742.84,furiously p
table,part,T,843,frosted metallic chiffon almond blanched,Manufacturer#1,Brand#15,MEDIUM POLISHED STEEL,50,LG PACK,1743.84,sautern
table,part,T,844,chocolate light blue blush firebrick,Manufacturer#3,Brand#35,LARGE PLATED BRASS,22,SM CASE,1744.84,carefully unusual pin
table,part,T,845,papaya ghost dim ivory sandy,Manufacturer#4,Brand#41,LARGE PLATED STEEL,25,LG JAR,1745.84,slyly regular foxes
table,part,T,846,purple papaya sky coral green,Manufacturer#2,Brand#24,ECONOMY POLISHED NICKEL,6,SM BAG,1746.84,blithely expre
table,part,T,847,almond forest lemon honeydew misty,Manufacturer#2,Brand#25,SMALL PLATED STEEL,21,SM PACK,1747.84,regular platele
table,part,T,848,saddle olive rosy mint antique,Manufacturer#5,Brand#53,LARGE BURNISHED TIN,26,LG JAR,1748.84,even ac
table,part,T,849,papaya cornflower maroon forest chocolate,Manufacturer#4,Brand#44,STANDARD POLISHED TIN,41,MED DRUM,1749.84,express pinto bean
table,part,T,850,peach ghost grey misty lemon,Manufacturer#4,Brand#41,STANDARD BRUSHED NICKEL,31,JUMBO DRUM,1750.85,quickly final 
table,part,T,851,blanched magenta chiffon firebrick orchid,Manufacturer#5,Brand#54,ECONOMY BURNISHED COPPER,30,LG CAN,1751.85,requests haggle
table,part,T,852,beige tan papaya coral chartreuse,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,47,JUMBO BOX,1752.85,pending f
table,part,T,853,thistle honeydew lemon midnight lawn,Manufacturer#5,Brand#51,SMALL ANODIZED NICKEL,42,JUMBO CASE,1753.85,ideas after t
table,part,T,854,pale sienna thistle lace chartreuse,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,29,JUMBO CASE,1754.85,permanently silent 
table,part,T,855,dim blanched puff deep antique,Manufacturer#3,Brand#31,STANDARD BURNISHED TIN,46,MED BOX,1755.85,regular courts after 
table,part,T,856,blush navy powder orchid blue,Manufacturer#1,Brand#13,MEDIUM BRUSHED STEEL,12,MED BAG,1756.85,ironic accounts sleep
table,part,T,857,aquamarine dark lemon metallic chiffon,Manufacturer#3,Brand#35,PROMO PLATED TIN,8,MED PACK,1757.85,blithel
table,part,T,858,thistle ivory honeydew medium pink,Manufacturer#3,Brand#33,ECONOMY BURNISHED COPPER,14,SM CAN,1758.85,quickly regular as
