table,table ID,T,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT
table,orders,T,19140,1052,F,287689.60,1994-10-01,3-MEDIUM,Clerk#000000120,0,furiously special pinto beans across the slyly i
table,orders,T,19141,1084,F,17459.14,1992-10-28,4-NOT SPECIFIED,Clerk#000000310,0,special, quick accounts should boost furiously requests. carefully careful d
table,orders,T,19142,178,O,311129.11,1996-09-19,5-LOW,Clerk#000000821,0,bold accounts are across the furiously regular accounts. slyly 
table,orders,T,19143,370,F,112529.56,1992-11-05,2-HIGH,Clerk#000000075,0,carefully unusual frays lose 
table,orders,T,19168,544,O,119263.00,1997-02-23,5-LOW,Clerk#000000573,0,furiously daring packages according to the ironic courts 
table,orders,T,19169,583,O,262053.29,1997-05-09,4-NOT SPECIFIED,Clerk#000000193,0,carefully unusual dolphins haggle along the reg
table,orders,T,19170,1120,O,44222.02,1997-05-04,4-NOT SPECIFIED,Clerk#000000113,0,blithely regular theodolites about the ironic, even platelets sleep accord
table,orders,T,19171,985,O,160644.33,1996-08-25,1-URGENT,Clerk#000000900,0,asymptotes wake dogg
table,orders,T,19172,542,O,310108.25,1996-02-23,4-NOT SPECIFIED,Clerk#000000878,0,regular theodolites grow. permanently ironic deposits sleep blithely slyly sp
table,orders,T,19173,355,O,25848.69,1995-10-20,4-NOT SPECIFIED,Clerk#000000835,0,slyly special theodolites sleep blithely blithely bold packages. careful
table,orders,T,19174,908,F,319481.04,1993-07-17,3-MEDIUM,Clerk#000000140,0,carefully regular deposits haggle whithout 
table,orders,T,19175,1447,F,153203.19,1994-08-20,5-LOW,Clerk#000000097,0,furiously ironic pinto beans sleep
table,orders,T,19200,43,O,212688.35,1997-07-27,4-NOT SPECIFIED,Clerk#000000951,0,regular instructions x-ra
table,orders,T,19201,325,O,261234.97,1996-06-05,3-MEDIUM,Clerk#000000208,0,ironically final platelets cajole carefull
table,orders,T,19202,139,O,6545.69,1998-07-16,1-URGENT,Clerk#000000402,0,express patterns boost 
table,orders,T,19203,1019,O,91639.66,1996-08-05,4-NOT SPECIFIED,Clerk#000000829,0,carefully pending accounts integrate
table,orders,T,19204,493,F,175634.94,1994-09-19,3-MEDIUM,Clerk#000000896,0,slyly ironic accounts hagg
table,orders,T,19205,584,F,240152.61,1993-07-27,3-MEDIUM,Clerk#000000951,0,quickly regular ideas nag blithely. carefully silent packages cajole. regu
table,orders,T,19206,217,F,191557.53,1993-03-31,5-LOW,Clerk#000000641,0,blithely express accounts eat. furio
table,orders,T,19207,97,F,185300.10,1992-03-16,4-NOT SPECIFIED,Clerk#000000003,0,slyly regular excuses sleep regularly a
table,orders,T,19232,535,F,167422.98,1994-07-13,5-LOW,Clerk#000000454,0,blithely fluffy packages 
table,orders,T,19233,1408,F,7626.44,1994-12-07,4-NOT SPECIFIED,Clerk#000000079,0,even theodolites affix silent, unusual requests. spe
table,orders,T,19234,460,F,140531.53,1994-01-25,2-HIGH,Clerk#000000917,0,blithely pending inst
table,orders,T,19235,1465,O,118603.64,1996-03-23,2-HIGH,Clerk#000000571,0,slyly pending deposits haggle slyly dogged
table,orders,T,19236,991,O,214774.42,1998-02-04,3-MEDIUM,Clerk#000000493,0,ironic packages according to the accounts cajole special request
table,orders,T,19237,70,P,218171.20,1995-04-08,4-NOT SPECIFIED,Clerk#000000800,0,bold packages sleep quickly. silent, even ideas sleep slyly alon
table,orders,T,19238,1396,O,227149.69,1997-03-15,4-NOT SPECIFIED,Clerk#000000612,0,packages boost blithely quick dependencies. furiously express deposits accord
table,orders,T,19239,770,O,53691.25,1996-05-05,1-URGENT,Clerk#000000661,0,final deposits haggle! special, even requests are slyly ironic dependencies
table,orders,T,19264,226,O,217968.20,1995-09-30,2-HIGH,Clerk#000000508,0,foxes against the blithely final accounts integrate ironic exc
table,orders,T,19265,1135,O,257497.98,1996-12-18,4-NOT SPECIFIED,Clerk#000000436,0,requests about the quickly dogge
table,orders,T,19266,1334,O,196522.70,1997-08-17,1-URGENT,Clerk#000000561,0,carefully ironic deposits use furiously blithely fin
table,orders,T,19267,40,O,18912.43,1998-02-26,2-HIGH,Clerk#000000111,0,final, bold requests doze 
table,orders,T,19268,415,O,222259.40,1998-03-27,2-HIGH,Clerk#000000836,0,slyly bold excuses acr
table,orders,T,19269,256,O,94400.63,1998-07-28,1-URGENT,Clerk#000000105,0,slyly unusual foxes wake. carefully ev
table,orders,T,19270,400,O,219005.49,1997-11-19,2-HIGH,Clerk#000000524,0,dependencies nag quickly regular
table,orders,T,19271,742,O,126901.19,1996-11-21,5-LOW,Clerk#000000488,0,ironic accounts about the carefully ironic
table,orders,T,19296,794,F,228462.46,1993-04-11,2-HIGH,Clerk#000000182,0,quickly express instructi
table,orders,T,19297,310,O,110531.61,1996-04-18,4-NOT SPECIFIED,Clerk#000000278,0,requests haggle along the carefully unusual dependencies. 
table,orders,T,19298,1129,O,205257.80,1997-08-22,4-NOT SPECIFIED,Clerk#000000698,0,accounts use quickly! ruthlessly i
table,orders,T,19299,49,F,270796.42,1994-03-19,4-NOT SPECIFIED,Clerk#000000014,0,blithely ironic excuses according to the carefully stealthy requests 
table,orders,T,19300,1015,F,171965.23,1994-12-17,1-URGENT,Clerk#000000755,0,carefully express patterns use regular, even packages. quickly unusual ideas 
table,orders,T,19301,94,F,151222.05,1992-04-03,4-NOT SPECIFIED,Clerk#000000853,0,furiously silent accounts
table,orders,T,19302,214,O,132490.88,1998-06-26,3-MEDIUM,Clerk#000000333,0,furiously final deposits haggle re
table,orders,T,19303,1310,F,163909.27,1993-02-03,1-URGENT,Clerk#000000820,0,furiously close pinto beans nag around the slyly 
table,orders,T,19328,1321,O,205733.74,1997-09-30,2-HIGH,Clerk#000000657,0,furiously pending deposits along the carefully furio
table,orders,T,19329,581,F,68368.03,1993-03-08,4-NOT SPECIFIED,Clerk#000000887,0,final foxes according to the unusual req
table,orders,T,19330,223,O,202472.16,1997-04-30,4-NOT SPECIFIED,Clerk#000000341,0,pending ideas boost furiously even frets. pending packages sleep
table,orders,T,19331,1457,O,61911.43,1997-04-18,1-URGENT,Clerk#000000521,0,even, regular packages haggle carefully furiou
table,orders,T,19332,1273,F,259613.14,1992-02-29,2-HIGH,Clerk#000000678,0,blithely pending foxes about the carefully bold packages are fluffily
table,orders,T,19333,403,F,183007.16,1993-04-20,3-MEDIUM,Clerk#000000582,0,quickly even requests are final, silent accounts. quickly ironic ideas hagg
table,orders,T,19334,1154,O,134521.05,1997-08-11,3-MEDIUM,Clerk#000000563,0,regular accounts sleep. ironic accoun
table,orders,T,19335,730,O,162845.86,1997-09-11,2-HIGH,Clerk#000000353,0,ironic dolphins can was furiously. even, special pack
table,orders,T,19360,778,O,82917.05,1996-10-17,3-MEDIUM,Clerk#000000422,0,special, ironic packages nag slyly past the bold dependen
table,orders,T,19361,1358,F,268055.12,1992-09-24,5-LOW,Clerk#000000989,0,carefully silent packages cajole above the specia
table,orders,T,19362,712,O,110525.18,1997-08-07,2-HIGH,Clerk#000000852,0,blithely silent asymptotes wake
table,orders,T,19363,341,O,276702.99,1995-07-06,2-HIGH,Clerk#000000467,0,blithely even deposits are quickly never regula
table,orders,T,19364,1186,O,72528.39,1997-10-17,4-NOT SPECIFIED,Clerk#000000387,0,slyly even deposits above
table,orders,T,19365,439,F,165632.83,1995-01-17,3-MEDIUM,Clerk#000000390,0,furiously regular packages according to the blithely pen
table,orders,T,19366,1156,F,155100.99,1992-05-02,4-NOT SPECIFIED,Clerk#000000297,0,even, regular deposits thrash slyly. 
table,orders,T,19367,1237,F,83308.06,1994-04-21,2-HIGH,Clerk#000000731,0,furiously regular platelets nag slyly theodolites. pinto beans are caref
table,orders,T,19392,700,O,27210.83,1997-01-14,1-URGENT,Clerk#000000394,0,bold requests detect carefully: final, permanent accounts alon
table,orders,T,19393,553,F,40867.36,1995-01-15,2-HIGH,Clerk#000000775,0,furiously regular pi
table,orders,T,19394,1150,F,140980.84,1992-12-26,3-MEDIUM,Clerk#000000379,0,slyly express ideas haggle furio
table,orders,T,19395,565,O,50881.66,1995-09-15,5-LOW,Clerk#000000195,0,blithely bold theodolites haggle across the c
table,orders,T,19396,542,O,44539.47,1998-07-12,3-MEDIUM,Clerk#000000962,0,ironically final deposit
table,orders,T,19397,232,O,144870.11,1997-07-17,2-HIGH,Clerk#000000412,0,quickly regular patterns lose carefully above
table,orders,T,19398,592,F,225100.47,1994-08-03,2-HIGH,Clerk#000000759,0,regular packages are slyly even deposits. foxes are t
table,orders,T,19399,715,F,68973.06,1994-01-27,5-LOW,Clerk#000000809,0,carefully special pinto beans breach above the slyly
table,orders,T,19424,652,P,173774.28,1995-04-10,4-NOT SPECIFIED,Clerk#000000732,0,furiously even depo
table,orders,T,19425,1235,F,133350.02,1992-09-25,4-NOT SPECIFIED,Clerk#000000537,0,deposits detect carefully. slyly exp
table,orders,T,19426,878,O,158688.09,1997-11-09,1-URGENT,Clerk#000000930,0,furious notornis hang slyly around the furiously special foxes. fluffily u
table,orders,T,19427,853,O,108979.72,1998-05-19,2-HIGH,Clerk#000000626,0,foxes cajole carefully. quickly ironic courts na
table,orders,T,19428,1237,F,52093.63,1993-05-05,3-MEDIUM,Clerk#000000813,0,furiously final packages affix carefully ab
table,orders,T,19429,1318,F,213337.82,1994-08-25,4-NOT SPECIFIED,Clerk#000000329,0,furious ideas above the caref
table,orders,T,19430,583,F,130429.17,1993-11-14,1-URGENT,Clerk#000000060,0,requests against the final, ironic courts affix carefully
table,orders,T,19431,415,F,164591.97,1994-05-24,4-NOT SPECIFIED,Clerk#000000104,0,ironic, ironic deposits wa
table,orders,T,19456,1202,O,233433.07,1996-07-06,5-LOW,Clerk#000000600,0,instructions are furiously during the regular, express d
table,orders,T,19457,250,F,117171.06,1994-07-13,2-HIGH,Clerk#000000810,0,quickly even accounts affix furiously about the regular, even deposits.
table,orders,T,19458,178,O,165911.36,1996-05-25,2-HIGH,Clerk#000000410,0,blithely even foxes after the final, pending deposits are furiously car
table,orders,T,19459,1073,O,48324.32,1996-08-26,2-HIGH,Clerk#000000470,0,blithely even packages affix blithely fin
table,orders,T,19460,196,O,304523.22,1997-12-17,2-HIGH,Clerk#000000846,0,permanent ideas are?
table,orders,T,19461,1495,O,244996.73,1998-07-31,3-MEDIUM,Clerk#000000756,0,slyly even packages play slyly ironic foxes; d
table,orders,T,19462,346,O,123266.58,1995-09-21,3-MEDIUM,Clerk#000000605,0,thinly even theodolites use. even packages are busily. regular accounts co
table,orders,T,19463,1144,O,11098.04,1996-04-19,5-LOW,Clerk#000000605,0,slyly dogged instructions haggle carefully against the
table,orders,T,19488,511,O,263629.02,1998-07-10,1-URGENT,Clerk#000000627,0,carefully final requ
table,orders,T,19489,646,O,183934.54,1998-04-02,4-NOT SPECIFIED,Clerk#000000532,0,slyly unusual requests cajole. regular, thin foxes are slyly.
table,orders,T,19490,89,O,75242.90,1996-08-18,1-URGENT,Clerk#000000639,0,fluffily bold requests along the fluffily final requests use slyl
table,orders,T,19491,367,F,26220.00,1993-10-19,3-MEDIUM,Clerk#000000988,0,even requests above the requests cajole furiously platelets. express, even 
table,orders,T,19492,1165,F,276768.18,1993-12-13,2-HIGH,Clerk#000000901,0,carefully special platelets sleep slyly final foxes.
table,orders,T,19493,1087,F,118711.44,1994-02-03,1-URGENT,Clerk#000000525,0,deposits wake furiously! silent packages nod final deposits. caref
table,orders,T,19494,262,F,46942.87,1993-01-13,2-HIGH,Clerk#000000470,0,slyly ironic accounts doze. special excuses promise quickly 
table,orders,T,19495,1321,O,90336.49,1998-01-18,3-MEDIUM,Clerk#000000394,0,regular deposits at the blithely final dependen
table,orders,T,19520,245,F,52452.86,1992-05-02,5-LOW,Clerk#000000257,0,final pinto beans around the theodolites use above the special
table,orders,T,19521,509,F,122359.18,1994-11-24,4-NOT SPECIFIED,Clerk#000000634,0,special, special courts about the slyly final packages detect acc
table,orders,T,19522,1309,F,78824.19,1994-10-21,3-MEDIUM,Clerk#000000556,0,quickly regular deposits affix around the carefully regular pi
table,orders,T,19523,725,O,102950.58,1995-12-01,2-HIGH,Clerk#000000725,0,ironic, final excuses are furiously theodolites. p
table,orders,T,19524,1267,F,179255.39,1993-01-15,1-URGENT,Clerk#000000772,0,blithely even packages haggle after the idly regular pains. reg
table,orders,T,19525,1237,O,198700.63,1997-12-03,3-MEDIUM,Clerk#000000949,0,ironic dolphins haggle. pending
table,orders,T,19526,1003,F,18785.97,1994-09-23,5-LOW,Clerk#000000847,0,regular ideas after the unusual, final deposits cajole about the exp
table,orders,T,19527,158,O,144871.02,1996-06-09,3-MEDIUM,Clerk#000000506,0,furiously stealthy grouches integrat
table,orders,T,19552,1018,O,46933.60,1996-09-17,5-LOW,Clerk#000000089,0,blithely regular packages according to the fluffily express deposits lose bl
table,orders,T,19553,1000,O,74331.45,1997-02-10,2-HIGH,Clerk#000000283,0,silently regular de
table,orders,T,19554,857,F,260997.79,1995-04-15,1-URGENT,Clerk#000000492,0,slyly final requests a
table,orders,T,19555,943,F,169943.03,1993-02-12,5-LOW,Clerk#000000012,0,evenly regular accounts on the ironic deposits use fluffily to the fur
table,orders,T,19556,260,F,224577.89,1993-12-31,4-NOT SPECIFIED,Clerk#000000743,0,blithely even pinto beans above the even requests would wake slyly unu
table,orders,T,19557,622,O,336227.33,1995-10-31,5-LOW,Clerk#000000331,0,blithely unusual requests engage carefully final courts.
table,orders,T,19558,1225,F,106377.86,1995-02-26,5-LOW,Clerk#000000769,0,carefully silent dependencies impress slyly. b
table,orders,T,19559,551,F,298933.06,1993-04-16,2-HIGH,Clerk#000000945,0,bold platelets print frays. express, unusual packages against the furiously
table,orders,T,19584,1387,F,156672.62,1994-04-17,1-URGENT,Clerk#000000008,0,pending, ironic deposits
table,orders,T,19585,1291,O,120634.37,1997-08-19,4-NOT SPECIFIED,Clerk#000000739,0,carefully bold waters sl
table,orders,T,19586,481,F,5313.08,1992-11-02,4-NOT SPECIFIED,Clerk#000000964,0,pending, final requests haggle blithe
table,orders,T,19587,1264,F,236845.58,1994-08-25,5-LOW,Clerk#000000306,0,final, final deposits nag regula
table,orders,T,19588,643,O,154113.40,1995-06-20,2-HIGH,Clerk#000000464,0,warhorses nag ironic, final dependencies. daring d
table,orders,T,19589,980,F,68978.42,1992-08-16,3-MEDIUM,Clerk#000000454,0,always even packages sleep careful
table,orders,T,19590,346,O,21705.81,1997-12-01,4-NOT SPECIFIED,Clerk#000000162,0,regular, special platelets integrate carefully according to the pend
table,orders,T,19591,1276,O,72029.00,1998-01-31,1-URGENT,Clerk#000000656,0,unusual, regular deposits cajole fluffily. slyly pending accounts
table,orders,T,19616,214,O,365518.53,1995-12-23,2-HIGH,Clerk#000000695,0,carefully special packages are quickly after the final 
table,orders,T,19617,62,F,79304.78,1992-01-21,5-LOW,Clerk#000000973,0,pending asymptotes haggl
table,orders,T,19618,1432,O,172568.50,1998-05-11,1-URGENT,Clerk#000000633,0,furiously pending instructions haggle blithely. furiously ir
table,orders,T,19619,964,O,85385.57,1996-05-30,1-URGENT,Clerk#000000001,0,instructions wake across the bold packag
table,orders,T,19620,743,O,134498.06,1997-04-27,3-MEDIUM,Clerk#000000611,0,blithely even excuses nag furiously. carefully silent asymptotes 
table,orders,T,19621,1318,O,242366.68,1995-09-08,1-URGENT,Clerk#000000614,0,quiet accounts nag among the blithely idle forges. expre
table,orders,T,19622,593,O,57257.18,1997-08-28,4-NOT SPECIFIED,Clerk#000000752,0,even pinto beans are ac
table,orders,T,19623,214,F,260142.06,1992-02-24,1-URGENT,Clerk#000000530,0,pending packages use slyly. regular theodolites sleep. express requests 
table,orders,T,19648,1486,O,292702.60,1996-10-18,1-URGENT,Clerk#000000204,0,express theodolites use furi
table,orders,T,19649,514,P,157757.77,1995-05-05,2-HIGH,Clerk#000000139,0,blithely pending pinto beans boost. slyly regu
table,orders,T,19650,569,F,89519.98,1994-07-03,2-HIGH,Clerk#000000605,0,blithely ironic deposits are slyly express ideas. blithely unusu
table,orders,T,19651,701,O,317248.47,1996-11-23,5-LOW,Clerk#000000807,0,furiously silent orbits integrate carefully. special packages haggle
table,orders,T,19652,409,F,243401.35,1992-06-03,1-URGENT,Clerk#000000734,0,blithely final accounts above the courts are furiously special, ironic
table,orders,T,19653,724,F,233571.84,1992-09-12,4-NOT SPECIFIED,Clerk#000000737,0,final braids against the final
table,orders,T,19654,734,F,125460.42,1995-01-10,2-HIGH,Clerk#000000646,0,blithely special ideas a
table,orders,T,19655,370,F,54725.32,1994-01-12,2-HIGH,Clerk#000000116,0,blithely express de
table,orders,T,19680,559,F,168674.96,1992-09-20,4-NOT SPECIFIED,Clerk#000000836,0,quickly ironic accounts nag slyly among the unusual, express accounts. spe
table,orders,T,19681,973,O,166361.38,1997-12-25,4-NOT SPECIFIED,Clerk#000000854,0,fluffily bold theodolites sleep blithely quickly unus
table,orders,T,19682,386,O,224993.31,1997-02-15,1-URGENT,Clerk#000000353,0,furiously even instructions nag! blithely final gifts detect furi
table,orders,T,19683,371,F,29137.19,1994-02-07,3-MEDIUM,Clerk#000000965,0,furiously ironic ideas wake. carefully regular asymptotes at the iro
table,orders,T,19684,404,F,150614.39,1993-09-02,4-NOT SPECIFIED,Clerk#000000707,0,carefully even packages wake. foxes sleep furiously. somas hagg
table,orders,T,19685,962,O,57288.24,1997-10-03,2-HIGH,Clerk#000000237,0,final asymptotes sleep slyly pending packages. furiously express re
table,orders,T,19686,968,F,117040.13,1993-08-16,3-MEDIUM,Clerk#000000563,0,regular deposits according to the slyly regular packages slee
